permutation|time
(2, 1, 0, 4, 3)|0:00:19.089999
(2, 1, 0, 4, 3)|0:00:19.091000
(2, 1, 0, 4, 3)|0:00:19.288114
(2, 1, 3, 0, 4)|0:00:19.180999
(2, 1, 3, 0, 4)|0:00:19.182000
(2, 1, 3, 0, 4)|0:00:19.319000
(2, 1, 3, 0, 4)|0:00:19.278001
(2, 1, 3, 0, 4)|0:00:19.339001
(2, 1, 3, 0, 4)|0:00:19.308002
(2, 1, 3, 0, 4)|0:00:19.274000
(2, 1, 3, 0, 4)|0:00:19.187000
(2, 1, 3, 0, 4)|0:00:19.236000
(2, 1, 3, 0, 4)|0:00:19.192999
(2, 1, 3, 0, 4)|0:00:19.205000
(2, 1, 3, 0, 4)|0:00:19.545000
(2, 1, 3, 0, 4)|0:00:19.305999
(2, 1, 3, 0, 4)|0:00:19.153000
(2, 1, 3, 0, 4)|0:00:19.171001
(2, 1, 3, 0, 4)|0:00:19.212002
(2, 1, 3, 0, 4)|0:00:19.171000
(2, 1, 3, 0, 4)|0:00:19.102000
(2, 1, 3, 0, 4)|0:00:19.196999
(2, 1, 3, 0, 4)|0:00:19.178001
(2, 1, 3, 4, 0)|0:00:15.103001
(2, 1, 3, 4, 0)|0:00:15.189000
(2, 1, 3, 4, 0)|0:00:15.332999
(2, 1, 3, 4, 0)|0:00:15.158000
(2, 1, 3, 4, 0)|0:00:15.146000
(2, 1, 3, 4, 0)|0:00:15.396000
(2, 1, 3, 4, 0)|0:00:15.189000
(2, 1, 3, 4, 0)|0:00:15.157000
(2, 1, 3, 4, 0)|0:00:15.118001
(2, 1, 3, 4, 0)|0:00:15.223050
(2, 1, 3, 4, 0)|0:00:15.098000
(2, 1, 3, 4, 0)|0:00:15.106999
(2, 1, 3, 4, 0)|0:00:15.101000
(2, 1, 3, 4, 0)|0:00:15.299002
(2, 1, 3, 4, 0)|0:00:15.162001
(2, 1, 3, 4, 0)|0:00:15.131000
(2, 1, 3, 4, 0)|0:00:15.141000
(2, 1, 3, 4, 0)|0:00:15.226001
(2, 1, 3, 4, 0)|0:00:15.169000
(2, 1, 3, 4, 0)|0:00:15.197000
(2, 1, 4, 0, 3)|0:00:15.073985
(2, 1, 4, 0, 3)|0:00:15.150325
(2, 1, 4, 0, 3)|0:00:15.096114
(2, 1, 4, 0, 3)|0:00:15.171998
(2, 1, 4, 0, 3)|0:00:15.159357
(2, 1, 4, 0, 3)|0:00:15.253000
(2, 1, 4, 0, 3)|0:00:15.180030
(2, 1, 4, 0, 3)|0:00:15.150983
(2, 1, 4, 0, 3)|0:00:15.117001
(2, 1, 4, 0, 3)|0:00:15.108999
(2, 1, 4, 0, 3)|0:00:15.074025
(2, 1, 4, 0, 3)|0:00:15.158999
(2, 1, 4, 0, 3)|0:00:15.094025
(2, 1, 4, 0, 3)|0:00:15.134594
(2, 1, 4, 0, 3)|0:00:15.148001
(2, 1, 4, 0, 3)|0:00:15.145001
(2, 1, 4, 0, 3)|0:00:15.182000
(2, 1, 4, 0, 3)|0:00:15.135017
(2, 1, 4, 0, 3)|0:00:15.114001
(2, 1, 4, 0, 3)|0:00:15.148000
(2, 1, 4, 3, 0)|0:00:15.211027
(2, 1, 4, 3, 0)|0:00:15.122002
(2, 1, 4, 3, 0)|0:00:15.103000
(2, 1, 4, 3, 0)|0:00:15.126010
(2, 1, 4, 3, 0)|0:00:15.200000
(2, 1, 4, 3, 0)|0:00:15.131003
(2, 1, 4, 3, 0)|0:00:15.136000
(2, 1, 4, 3, 0)|0:00:15.264000
(2, 1, 4, 3, 0)|0:00:15.328986
(2, 1, 4, 3, 0)|0:00:15.111000
(2, 1, 4, 3, 0)|0:00:15.149000
(2, 1, 4, 3, 0)|0:00:15.108002
(2, 1, 4, 3, 0)|0:00:15.123002
(2, 1, 4, 3, 0)|0:00:15.099000
(2, 1, 4, 3, 0)|0:00:15.118999
(2, 1, 4, 3, 0)|0:00:15.136000
(2, 1, 4, 3, 0)|0:00:15.123000
(2, 1, 4, 3, 0)|0:00:15.050014
(2, 1, 4, 3, 0)|0:00:15.064999
(2, 1, 4, 3, 0)|0:00:15.159001
(2, 3, 0, 1, 4)|0:00:14.638000
(2, 3, 0, 1, 4)|0:00:14.526000
(2, 3, 0, 1, 4)|0:00:14.621025
(2, 3, 0, 1, 4)|0:00:14.607000
(2, 3, 0, 1, 4)|0:00:14.579000
(2, 3, 0, 1, 4)|0:00:14.515229
(2, 3, 0, 1, 4)|0:00:14.548997
(2, 3, 0, 1, 4)|0:00:14.576001
(2, 3, 0, 1, 4)|0:00:14.584999
(2, 3, 0, 1, 4)|0:00:14.496559
(2, 3, 0, 1, 4)|0:00:14.533000
(2, 3, 0, 1, 4)|0:00:14.637001
(2, 3, 0, 1, 4)|0:00:14.600001
(2, 3, 0, 1, 4)|0:00:14.511020
(2, 3, 0, 1, 4)|0:00:14.537003
(2, 3, 0, 1, 4)|0:00:14.551002
(2, 3, 0, 1, 4)|0:00:14.604000
(2, 3, 0, 1, 4)|0:00:14.485001
(2, 3, 0, 1, 4)|0:00:14.449000
(2, 3, 0, 1, 4)|0:00:14.501001
(2, 3, 0, 4, 1)|0:00:22.879001
(2, 3, 0, 4, 1)|0:00:22.871001
(2, 3, 0, 4, 1)|0:00:22.901113
(2, 3, 0, 4, 1)|0:00:22.927000
(2, 3, 0, 4, 1)|0:00:22.775001
(2, 3, 0, 4, 1)|0:00:22.954113
(2, 3, 0, 4, 1)|0:00:22.875002
(2, 3, 0, 4, 1)|0:00:22.932002
(2, 3, 0, 4, 1)|0:00:22.784000
(2, 3, 0, 4, 1)|0:00:22.806001
(2, 3, 0, 4, 1)|0:00:22.796001
(2, 3, 0, 4, 1)|0:00:22.818000
(2, 3, 0, 4, 1)|0:00:22.821998
(2, 3, 0, 4, 1)|0:00:22.875016
(2, 3, 0, 4, 1)|0:00:22.818589
(2, 3, 0, 4, 1)|0:00:22.783511
(2, 3, 0, 4, 1)|0:00:22.815997
(2, 3, 0, 4, 1)|0:00:22.849001
(2, 3, 0, 4, 1)|0:00:23.340002
(2, 3, 0, 4, 1)|0:00:22.914000
(2, 3, 1, 0, 4)|0:00:19.875001
(2, 3, 1, 0, 4)|0:00:19.783001
(2, 3, 1, 0, 4)|0:00:19.715172
(2, 3, 1, 0, 4)|0:00:19.775030
(2, 3, 1, 0, 4)|0:00:19.836000
(2, 3, 1, 0, 4)|0:00:19.710001
(2, 3, 1, 0, 4)|0:00:19.731001
(2, 3, 1, 0, 4)|0:00:19.820999
(2, 3, 1, 0, 4)|0:00:19.798000
(2, 3, 1, 0, 4)|0:00:20.025998
(2, 3, 1, 0, 4)|0:00:19.809002
(2, 3, 1, 0, 4)|0:00:19.744001
(2, 3, 1, 0, 4)|0:00:19.905053
(2, 3, 1, 0, 4)|0:00:19.825001
(2, 3, 1, 0, 4)|0:00:19.862001
(2, 3, 1, 0, 4)|0:00:19.800000
(2, 3, 1, 0, 4)|0:00:19.833025
(2, 3, 1, 0, 4)|0:00:19.826102
(2, 3, 1, 0, 4)|0:00:19.841998
(2, 3, 1, 0, 4)|0:00:19.796000
(2, 3, 1, 4, 0)|0:00:15.968000
(2, 3, 1, 4, 0)|0:00:15.786999
(2, 3, 1, 4, 0)|0:00:15.854027
(2, 3, 1, 4, 0)|0:00:15.676000
(2, 3, 1, 4, 0)|0:00:15.805001
(2, 3, 1, 4, 0)|0:00:15.752550
(2, 3, 1, 4, 0)|0:00:15.782002
(2, 3, 1, 4, 0)|0:00:15.792001
(2, 3, 1, 4, 0)|0:00:15.695000
(2, 3, 1, 4, 0)|0:00:15.828704
(2, 3, 1, 4, 0)|0:00:15.801000
(2, 3, 1, 4, 0)|0:00:15.788000
(2, 3, 1, 4, 0)|0:00:15.711000
(2, 3, 1, 4, 0)|0:00:15.880000
(2, 3, 1, 4, 0)|0:00:15.779999
(2, 3, 1, 4, 0)|0:00:15.762000
(2, 3, 1, 4, 0)|0:00:15.687001
(2, 3, 1, 4, 0)|0:00:15.739000
(2, 3, 1, 4, 0)|0:00:15.771000
(2, 3, 1, 4, 0)|0:00:15.723000
(2, 3, 4, 0, 1)|0:00:18.885000
(2, 3, 4, 0, 1)|0:00:18.910002
(2, 3, 4, 0, 1)|0:00:18.900551
(2, 3, 4, 0, 1)|0:00:18.893015
(2, 3, 4, 0, 1)|0:00:18.969000
(2, 3, 4, 0, 1)|0:00:18.884027
(2, 3, 4, 0, 1)|0:00:18.929000
(2, 3, 4, 0, 1)|0:00:18.972002
(2, 3, 4, 0, 1)|0:00:18.846000
(2, 3, 4, 0, 1)|0:00:18.845999
(2, 3, 4, 0, 1)|0:00:18.954000
(2, 3, 4, 0, 1)|0:00:18.795001
(2, 3, 4, 0, 1)|0:00:18.830999
(2, 3, 4, 0, 1)|0:00:18.931026
(2, 3, 4, 0, 1)|0:00:18.815000
(2, 3, 4, 0, 1)|0:00:18.893000
(2, 3, 4, 0, 1)|0:00:18.970000
(2, 3, 4, 0, 1)|0:00:18.800000
(2, 3, 4, 0, 1)|0:00:18.884001
(2, 3, 4, 0, 1)|0:00:19.037000
(2, 3, 4, 1, 0)|0:00:24.048021
(2, 3, 4, 1, 0)|0:00:24.100998
(2, 3, 4, 1, 0)|0:00:24.257507
(2, 3, 4, 1, 0)|0:00:24.141000
(2, 3, 4, 1, 0)|0:00:24.095001
(2, 3, 4, 1, 0)|0:00:24.093252
(2, 3, 4, 1, 0)|0:00:24.084999
(2, 3, 4, 1, 0)|0:00:24.143011
(2, 3, 4, 1, 0)|0:00:24.092998
(2, 3, 4, 1, 0)|0:00:24.119999
(2, 3, 4, 1, 0)|0:00:24.026000
(2, 3, 4, 1, 0)|0:00:23.999001
(2, 3, 4, 1, 0)|0:00:24.183000
(2, 3, 4, 1, 0)|0:00:24.105230
(2, 3, 4, 1, 0)|0:00:24.154000
(2, 3, 4, 1, 0)|0:00:24.030141
(2, 3, 4, 1, 0)|0:00:24.053000
(2, 3, 4, 1, 0)|0:00:24.107001
(2, 3, 4, 1, 0)|0:00:24.113486
(2, 3, 4, 1, 0)|0:00:24.140999
(2, 4, 0, 1, 3)|0:00:18.050999
(2, 4, 0, 1, 3)|0:00:17.996001
(2, 4, 0, 1, 3)|0:00:18.088000
(2, 4, 0, 1, 3)|0:00:18.021999
(2, 4, 0, 1, 3)|0:00:17.994000
(2, 4, 0, 1, 3)|0:00:18.099053
(2, 4, 0, 1, 3)|0:00:18.014001
(2, 4, 0, 1, 3)|0:00:18.001001
(2, 4, 0, 1, 3)|0:00:18.019999
(2, 4, 0, 1, 3)|0:00:18.024001
(2, 4, 0, 1, 3)|0:00:18.083000
(2, 4, 0, 1, 3)|0:00:18.042000
(2, 4, 0, 1, 3)|0:00:18.119000
(2, 4, 0, 1, 3)|0:00:18.069000
(2, 4, 0, 1, 3)|0:00:18.035001
(2, 4, 0, 1, 3)|0:00:18.072001
(2, 4, 0, 1, 3)|0:00:18
(2, 4, 0, 1, 3)|0:00:18.004000
(2, 4, 0, 1, 3)|0:00:18.227022
(2, 4, 0, 1, 3)|0:00:18.008001
(2, 4, 0, 3, 1)|0:00:18.740385
(2, 4, 0, 3, 1)|0:00:19.052000
(2, 4, 0, 3, 1)|0:00:18.886001
(2, 4, 0, 3, 1)|0:00:18.812999
(2, 4, 0, 3, 1)|0:00:18.738000
(2, 4, 0, 3, 1)|0:00:18.849550
(2, 4, 0, 3, 1)|0:00:18.767000
(2, 4, 0, 3, 1)|0:00:18.783999
(2, 4, 0, 3, 1)|0:00:18.852029
(2, 4, 0, 3, 1)|0:00:18.785000
(2, 4, 0, 3, 1)|0:00:18.921000
(2, 4, 0, 3, 1)|0:00:18.847020
(2, 4, 0, 3, 1)|0:00:18.801999
(2, 4, 0, 3, 1)|0:00:18.786000
(2, 4, 0, 3, 1)|0:00:18.877999
(2, 4, 0, 3, 1)|0:00:18.845000
(2, 4, 0, 3, 1)|0:00:18.758000
(2, 4, 0, 3, 1)|0:00:18.890999
(2, 4, 0, 3, 1)|0:00:18.747000
(2, 4, 0, 3, 1)|0:00:18.845112
(2, 4, 1, 0, 3)|0:00:23.348001
(2, 4, 1, 0, 3)|0:00:23.335050
(2, 4, 1, 0, 3)|0:00:23.366001
(2, 4, 1, 0, 3)|0:00:23.417002
(2, 4, 1, 0, 3)|0:00:23.281999
(2, 4, 1, 0, 3)|0:00:23.435119
(2, 4, 1, 0, 3)|0:00:23.377000
(2, 4, 1, 0, 3)|0:00:23.426000
(2, 4, 1, 0, 3)|0:00:23.388000
(2, 4, 1, 0, 3)|0:00:23.375001
(2, 4, 1, 0, 3)|0:00:23.523612
(2, 4, 1, 0, 3)|0:00:23.471238
(2, 4, 1, 0, 3)|0:00:23.378000
(2, 4, 1, 0, 3)|0:00:23.513000
(2, 4, 1, 0, 3)|0:00:23.388001
(2, 4, 1, 0, 3)|0:00:23.494000
(2, 4, 1, 0, 3)|0:00:23.519000
(2, 4, 1, 0, 3)|0:00:23.378000
(2, 4, 1, 0, 3)|0:00:23.476537
(2, 4, 1, 0, 3)|0:00:23.340472
(2, 4, 1, 3, 0)|0:00:23.297119
(2, 4, 1, 3, 0)|0:00:23.477997
(2, 4, 1, 3, 0)|0:00:23.397000
(2, 4, 1, 3, 0)|0:00:23.392020
(2, 4, 1, 3, 0)|0:00:23.313000
(2, 4, 1, 3, 0)|0:00:23.444000
(2, 4, 1, 3, 0)|0:00:23.445999
(2, 4, 1, 3, 0)|0:00:23.356144
(2, 4, 1, 3, 0)|0:00:23.470002
(2, 4, 1, 3, 0)|0:00:23.440000
(2, 4, 1, 3, 0)|0:00:23.416000
(2, 4, 1, 3, 0)|0:00:23.456001
(2, 4, 1, 3, 0)|0:00:23.394235
(2, 4, 1, 3, 0)|0:00:23.372424
(2, 4, 1, 3, 0)|0:00:23.361000
(2, 4, 1, 3, 0)|0:00:23.358027
(2, 4, 1, 3, 0)|0:00:23.524999
(2, 4, 1, 3, 0)|0:00:23.336002
(2, 4, 1, 3, 0)|0:00:23.431000
(2, 4, 1, 3, 0)|0:00:23.361001
(2, 4, 3, 0, 1)|0:00:18.794017
(2, 4, 3, 0, 1)|0:00:18.761999
(2, 4, 3, 0, 1)|0:00:18.737983
(2, 4, 3, 0, 1)|0:00:18.774001
(2, 4, 3, 0, 1)|0:00:18.863002
(2, 4, 3, 0, 1)|0:00:18.829999
(2, 4, 3, 0, 1)|0:00:18.820000
(2, 4, 3, 0, 1)|0:00:18.850000
(2, 4, 3, 0, 1)|0:00:18.908000
(2, 4, 3, 0, 1)|0:00:18.807000
(2, 4, 3, 0, 1)|0:00:18.855000
(2, 4, 3, 0, 1)|0:00:18.932002
(2, 4, 3, 0, 1)|0:00:18.829098
(2, 4, 3, 0, 1)|0:00:19.182510
(2, 4, 3, 0, 1)|0:00:19.007000
(2, 4, 3, 0, 1)|0:00:18.836001
(2, 4, 3, 0, 1)|0:00:18.871000
(2, 4, 3, 0, 1)|0:00:18.918000
(2, 4, 3, 0, 1)|0:00:18.806000
(2, 4, 3, 0, 1)|0:00:18.766000
(2, 4, 3, 1, 0)|0:00:23.991104
(2, 4, 3, 1, 0)|0:00:24.006000
(2, 4, 3, 1, 0)|0:00:23.961000
(2, 4, 3, 1, 0)|0:00:24.025000
(2, 4, 3, 1, 0)|0:00:24.291999
(2, 4, 3, 1, 0)|0:00:24.142001
(2, 4, 3, 1, 0)|0:00:24.060999
(2, 4, 3, 1, 0)|0:00:24.144000
(2, 4, 3, 1, 0)|0:00:24.037999
(2, 4, 3, 1, 0)|0:00:24.112123
(2, 4, 3, 1, 0)|0:00:24.166000
(2, 4, 3, 1, 0)|0:00:24.147001
(2, 4, 3, 1, 0)|0:00:24.152999
(2, 4, 3, 1, 0)|0:00:24.105596
(2, 4, 3, 1, 0)|0:00:24.084999
(2, 4, 3, 1, 0)|0:00:24.221000
(2, 4, 3, 1, 0)|0:00:24.058999
(2, 4, 3, 1, 0)|0:00:24.168000
(2, 4, 3, 1, 0)|0:00:24.160000
(2, 4, 3, 1, 0)|0:00:24.219000
(3, 0, 1, 2, 4)|0:00:15.762999
(3, 0, 1, 2, 4)|0:00:15.717000
(3, 0, 1, 2, 4)|0:00:15.674998
(3, 0, 1, 2, 4)|0:00:15.745999
(3, 0, 1, 2, 4)|0:00:15.779001
(3, 0, 1, 2, 4)|0:00:15.722028
(3, 0, 1, 2, 4)|0:00:15.701999
(3, 0, 1, 2, 4)|0:00:15.853000
(3, 0, 1, 2, 4)|0:00:15.774019
(3, 0, 1, 2, 4)|0:00:15.706000
(3, 0, 1, 2, 4)|0:00:15.715000
(3, 0, 1, 2, 4)|0:00:15.839000
(3, 0, 1, 2, 4)|0:00:15.802026
(3, 0, 1, 2, 4)|0:00:15.800002
(3, 0, 1, 2, 4)|0:00:15.730000
(3, 0, 1, 2, 4)|0:00:15.713026
(3, 0, 1, 2, 4)|0:00:15.779000
(3, 0, 1, 2, 4)|0:00:15.707000
(3, 0, 1, 2, 4)|0:00:15.819997
(3, 0, 1, 2, 4)|0:00:15.697000
(3, 0, 1, 4, 2)|0:00:15.782001
(3, 0, 1, 4, 2)|0:00:15.708999
(3, 0, 1, 4, 2)|0:00:15.731000
(3, 0, 1, 4, 2)|0:00:15.685001
(3, 0, 1, 4, 2)|0:00:15.749001
(3, 0, 1, 4, 2)|0:00:15.734996
(3, 0, 1, 4, 2)|0:00:15.824000
(3, 0, 1, 4, 2)|0:00:15.731999
(3, 0, 1, 4, 2)|0:00:15.748999
(3, 0, 1, 4, 2)|0:00:15.807999
(3, 0, 1, 4, 2)|0:00:15.832020
(3, 0, 1, 4, 2)|0:00:15.771999
(3, 0, 1, 4, 2)|0:00:15.957000
(3, 0, 1, 4, 2)|0:00:15.769515
(3, 0, 1, 4, 2)|0:00:15.780001
(3, 0, 1, 4, 2)|0:00:15.752999
(3, 0, 1, 4, 2)|0:00:15.700001
(3, 0, 1, 4, 2)|0:00:15.772511
(3, 0, 1, 4, 2)|0:00:15.748000
(3, 0, 1, 4, 2)|0:00:15.732125
(3, 0, 2, 1, 4)|0:00:15.757052
(3, 0, 2, 1, 4)|0:00:15.857983
(3, 0, 2, 1, 4)|0:00:15.755000
(3, 0, 2, 1, 4)|0:00:15.653000
(3, 0, 2, 1, 4)|0:00:15.685000
(3, 0, 2, 1, 4)|0:00:15.768021
(3, 0, 2, 1, 4)|0:00:15.633000
(3, 0, 2, 1, 4)|0:00:15.679000
(3, 0, 2, 1, 4)|0:00:15.706002
(3, 0, 2, 1, 4)|0:00:15.696000
(3, 0, 2, 1, 4)|0:00:15.641000
(3, 0, 2, 1, 4)|0:00:15.730114
(3, 0, 2, 1, 4)|0:00:15.717001
(3, 0, 2, 1, 4)|0:00:15.672001
(3, 0, 2, 1, 4)|0:00:15.759001
(3, 0, 2, 1, 4)|0:00:15.757001
(3, 0, 2, 1, 4)|0:00:15.728999
(3, 0, 2, 1, 4)|0:00:15.602557
(3, 0, 2, 1, 4)|0:00:15.619552
(3, 0, 2, 1, 4)|0:00:15.747001
(3, 0, 2, 4, 1)|0:00:24.093125
(3, 0, 2, 4, 1)|0:00:24.093001
(3, 0, 2, 4, 1)|0:00:24.372027
(3, 0, 2, 4, 1)|0:00:24.131999
(3, 0, 2, 4, 1)|0:00:24.213553
(3, 0, 2, 4, 1)|0:00:24.190999
(3, 0, 2, 4, 1)|0:00:24.040001
(3, 0, 2, 4, 1)|0:00:24.299112
(3, 0, 2, 4, 1)|0:00:24.146999
(3, 0, 2, 4, 1)|0:00:24.171000
(3, 0, 2, 4, 1)|0:00:24.161123
(3, 0, 2, 4, 1)|0:00:24.041000
(3, 0, 2, 4, 1)|0:00:24.100999
(3, 0, 2, 4, 1)|0:00:24.088999
(3, 0, 2, 4, 1)|0:00:24.171000
(3, 0, 2, 4, 1)|0:00:24.249999
(3, 0, 2, 4, 1)|0:00:24.100000
(3, 0, 2, 4, 1)|0:00:24.262000
(3, 0, 2, 4, 1)|0:00:24.326255
(3, 0, 2, 4, 1)|0:00:24.166016
(3, 0, 4, 1, 2)|0:00:24.134001
(3, 0, 4, 1, 2)|0:00:24.103165
(3, 0, 4, 1, 2)|0:00:24.174001
(3, 0, 4, 1, 2)|0:00:24.232001
(3, 0, 4, 1, 2)|0:00:24.187998
(3, 0, 4, 1, 2)|0:00:24.088998
(3, 0, 4, 1, 2)|0:00:24.115001
(3, 0, 4, 1, 2)|0:00:24.247000
(3, 0, 4, 1, 2)|0:00:24.124001
(3, 0, 4, 1, 2)|0:00:24.258999
(3, 0, 4, 1, 2)|0:00:24.168000
(3, 0, 4, 1, 2)|0:00:24.108999
(3, 0, 4, 1, 2)|0:00:24.199999
(3, 0, 4, 1, 2)|0:00:24.099632
(3, 0, 4, 1, 2)|0:00:24.305001
(3, 0, 4, 1, 2)|0:00:24.110000
(3, 0, 4, 1, 2)|0:00:24.054010
(3, 0, 4, 1, 2)|0:00:24.167000
(3, 0, 4, 1, 2)|0:00:24.044000
(3, 0, 4, 1, 2)|0:00:24.114999
(3, 0, 4, 2, 1)|0:00:24.074026
(3, 0, 4, 2, 1)|0:00:24.026000
(3, 0, 4, 2, 1)|0:00:24.059026
(3, 0, 4, 2, 1)|0:00:24.034001
(3, 0, 4, 2, 1)|0:00:24.053000
(3, 0, 4, 2, 1)|0:00:23.971027
(3, 0, 4, 2, 1)|0:00:24.053918
(3, 0, 4, 2, 1)|0:00:23.993001
(3, 0, 4, 2, 1)|0:00:23.976001
(3, 0, 4, 2, 1)|0:00:24.075000
(3, 0, 4, 2, 1)|0:00:23.982000
(3, 0, 4, 2, 1)|0:00:24.080998
(3, 0, 4, 2, 1)|0:00:23.950001
(3, 0, 4, 2, 1)|0:00:24.007143
(3, 0, 4, 2, 1)|0:00:24.095000
(3, 0, 4, 2, 1)|0:00:24.245998
(3, 0, 4, 2, 1)|0:00:24.035998
(3, 0, 4, 2, 1)|0:00:24.044019
(3, 0, 4, 2, 1)|0:00:23.997999
(3, 0, 4, 2, 1)|0:00:24.065002
(3, 1, 0, 2, 4)|0:00:20.739001
(3, 1, 0, 2, 4)|0:00:20.817000
(3, 1, 0, 2, 4)|0:00:20.773999
(3, 1, 0, 2, 4)|0:00:20.737001
(3, 1, 0, 2, 4)|0:00:20.814001
(3, 1, 0, 2, 4)|0:00:20.761000
(3, 1, 0, 2, 4)|0:00:20.723000
(3, 1, 0, 2, 4)|0:00:20.823002
(3, 1, 0, 2, 4)|0:00:20.747999
(3, 1, 0, 2, 4)|0:00:20.782001
(3, 1, 0, 2, 4)|0:00:20.812999
(3, 1, 0, 2, 4)|0:00:20.799000
(3, 1, 0, 2, 4)|0:00:20.818000
(3, 1, 0, 2, 4)|0:00:20.849609
(3, 1, 0, 2, 4)|0:00:20.734000
(3, 1, 0, 2, 4)|0:00:20.692000
(3, 1, 0, 2, 4)|0:00:20.811000
(3, 1, 0, 2, 4)|0:00:20.752001
(3, 1, 0, 2, 4)|0:00:20.711001
(3, 1, 0, 2, 4)|0:00:20.900997
(3, 1, 0, 4, 2)|0:00:20.687000
(3, 1, 0, 4, 2)|0:00:20.775513
(3, 1, 0, 4, 2)|0:00:20.743000
(3, 1, 0, 4, 2)|0:00:20.765000
(3, 1, 0, 4, 2)|0:00:20.847000
(3, 1, 0, 4, 2)|0:00:20.766999
(3, 1, 0, 4, 2)|0:00:21.154998
(3, 1, 0, 4, 2)|0:00:20.943567
(3, 1, 0, 4, 2)|0:00:20.840000
(3, 1, 0, 4, 2)|0:00:20.723001
(3, 1, 0, 4, 2)|0:00:20.848000
(3, 1, 0, 4, 2)|0:00:20.743000
(3, 1, 0, 4, 2)|0:00:20.857853
(3, 1, 0, 4, 2)|0:00:20.859000
(3, 1, 0, 4, 2)|0:00:20.765001
(3, 1, 0, 4, 2)|0:00:20.839001
(3, 1, 0, 4, 2)|0:00:21.055028
(3, 1, 0, 4, 2)|0:00:20.865000
(3, 1, 0, 4, 2)|0:00:20.846000
(3, 1, 0, 4, 2)|0:00:20.785999
(3, 1, 2, 0, 4)|0:00:19.843001
(3, 1, 2, 0, 4)|0:00:19.884000
(3, 1, 2, 0, 4)|0:00:19.874003
(3, 1, 2, 0, 4)|0:00:19.753999
(3, 1, 2, 0, 4)|0:00:19.801000
(3, 1, 2, 0, 4)|0:00:19.849023
(3, 1, 2, 0, 4)|0:00:19.868001
(3, 1, 2, 0, 4)|0:00:19.869139
(3, 1, 2, 0, 4)|0:00:19.808514
(3, 1, 2, 0, 4)|0:00:19.954999
(3, 1, 2, 0, 4)|0:00:19.898001
(3, 1, 2, 0, 4)|0:00:19.911999
(3, 1, 2, 0, 4)|0:00:19.765999
(3, 1, 2, 0, 4)|0:00:19.798509
(3, 1, 2, 0, 4)|0:00:19.881002
(3, 1, 2, 0, 4)|0:00:19.725998
(3, 1, 2, 0, 4)|0:00:19.776999
(3, 1, 2, 0, 4)|0:00:19.821000
(3, 1, 2, 0, 4)|0:00:19.745001
(3, 1, 2, 0, 4)|0:00:19.857000
(3, 1, 2, 4, 0)|0:00:15.730999
(3, 1, 2, 4, 0)|0:00:15.719512
(3, 1, 2, 4, 0)|0:00:15.676001
(3, 1, 2, 4, 0)|0:00:15.722027
(3, 1, 2, 4, 0)|0:00:15.676001
(3, 1, 2, 4, 0)|0:00:15.733000
(3, 1, 2, 4, 0)|0:00:15.732999
(3, 1, 2, 4, 0)|0:00:15.828383
(3, 1, 2, 4, 0)|0:00:15.807000
(3, 1, 2, 4, 0)|0:00:15.711000
(3, 1, 2, 4, 0)|0:00:15.810000
(3, 1, 2, 4, 0)|0:00:15.764000
(3, 1, 2, 4, 0)|0:00:15.789999
(3, 1, 2, 4, 0)|0:00:15.746000
(3, 1, 2, 4, 0)|0:00:15.817027
(3, 1, 2, 4, 0)|0:00:15.736026
(3, 1, 2, 4, 0)|0:00:15.787000
(3, 1, 2, 4, 0)|0:00:15.757998
(3, 1, 2, 4, 0)|0:00:15.851001
(3, 1, 2, 4, 0)|0:00:15.793550
(3, 1, 4, 0, 2)|0:00:16.738000
(3, 1, 4, 0, 2)|0:00:16.720000
(3, 1, 4, 0, 2)|0:00:16.784000
(3, 1, 4, 0, 2)|0:00:16.717000
(3, 1, 4, 0, 2)|0:00:16.675028
(3, 1, 4, 0, 2)|0:00:16.777564
(3, 1, 4, 0, 2)|0:00:16.972023
(3, 1, 4, 0, 2)|0:00:16.580000
(3, 1, 4, 0, 2)|0:00:16.693000
(3, 1, 4, 0, 2)|0:00:16.746076
(3, 1, 4, 0, 2)|0:00:16.700020
(3, 1, 4, 0, 2)|0:00:16.641512
(3, 1, 4, 0, 2)|0:00:16.728001
(3, 1, 4, 0, 2)|0:00:16.735000
(3, 1, 4, 0, 2)|0:00:16.660002
(3, 1, 4, 0, 2)|0:00:16.677001
(3, 1, 4, 0, 2)|0:00:16.779000
(3, 1, 4, 0, 2)|0:00:16.631000
(3, 1, 4, 0, 2)|0:00:16.627001
(3, 1, 4, 0, 2)|0:00:16.680511
(3, 1, 4, 2, 0)|0:00:15.710001
(3, 1, 4, 2, 0)|0:00:15.673001
(3, 1, 4, 2, 0)|0:00:15.728000
(3, 1, 4, 2, 0)|0:00:15.787000
(3, 1, 4, 2, 0)|0:00:15.690001
(3, 1, 4, 2, 0)|0:00:15.754999
(3, 1, 4, 2, 0)|0:00:15.734000
(3, 1, 4, 2, 0)|0:00:15.816997
(3, 1, 4, 2, 0)|0:00:15.701999
(3, 1, 4, 2, 0)|0:00:15.749513
(3, 1, 4, 2, 0)|0:00:15.772000
(3, 1, 4, 2, 0)|0:00:15.802998
(3, 1, 4, 2, 0)|0:00:15.713998
(3, 1, 4, 2, 0)|0:00:15.736253
(3, 1, 4, 2, 0)|0:00:15.781001
(3, 1, 4, 2, 0)|0:00:15.683001
