permutation|time
(1, 0, 3, 4, 2)|0:00:20.349028
(1, 0, 3, 4, 2)|0:00:20.241986
(1, 0, 4, 2, 3)|0:00:20.287736
(1, 0, 4, 2, 3)|0:00:20.200999
(1, 0, 4, 2, 3)|0:00:20.242001
(1, 0, 4, 2, 3)|0:00:20.390000
(1, 0, 4, 2, 3)|0:00:20.322000
(1, 0, 4, 2, 3)|0:00:20.284001
(1, 0, 4, 2, 3)|0:00:20.316000
(1, 0, 4, 2, 3)|0:00:20.270002
(1, 0, 4, 2, 3)|0:00:20.345999
(1, 0, 4, 2, 3)|0:00:20.215999
(1, 0, 4, 2, 3)|0:00:20.334001
(1, 0, 4, 2, 3)|0:00:20.273001
(1, 0, 4, 2, 3)|0:00:20.287000
(1, 0, 4, 2, 3)|0:00:20.175001
(1, 0, 4, 2, 3)|0:00:20.352001
(1, 0, 4, 2, 3)|0:00:20.296001
(1, 0, 4, 2, 3)|0:00:20.228000
(1, 0, 4, 2, 3)|0:00:20.427000
(1, 0, 4, 2, 3)|0:00:20.306999
(1, 0, 4, 2, 3)|0:00:20.264000
(1, 0, 4, 3, 2)|0:00:20.308993
(1, 0, 4, 3, 2)|0:00:20.238117
(1, 0, 4, 3, 2)|0:00:20.320001
(1, 0, 4, 3, 2)|0:00:20.299999
(1, 0, 4, 3, 2)|0:00:20.241000
(1, 0, 4, 3, 2)|0:00:20.273001
(1, 0, 4, 3, 2)|0:00:20.428999
(1, 0, 4, 3, 2)|0:00:20.252028
(1, 0, 4, 3, 2)|0:00:20.312027
(1, 0, 4, 3, 2)|0:00:20.388000
(1, 0, 4, 3, 2)|0:00:20.363000
(1, 0, 4, 3, 2)|0:00:20.248046
(1, 0, 4, 3, 2)|0:00:20.522000
(1, 0, 4, 3, 2)|0:00:20.304999
(1, 0, 4, 3, 2)|0:00:20.330000
(1, 0, 4, 3, 2)|0:00:20.377025
(1, 0, 4, 3, 2)|0:00:20.194001
(1, 0, 4, 3, 2)|0:00:20.346002
(1, 0, 4, 3, 2)|0:00:20.293021
(1, 0, 4, 3, 2)|0:00:20.255000
(1, 2, 0, 3, 4)|0:00:19.241119
(1, 2, 0, 3, 4)|0:00:19.066133
(1, 2, 0, 3, 4)|0:00:19.105001
(1, 2, 0, 3, 4)|0:00:19.109992
(1, 2, 0, 3, 4)|0:00:19.099000
(1, 2, 0, 3, 4)|0:00:19.119001
(1, 2, 0, 3, 4)|0:00:19.060000
(1, 2, 0, 3, 4)|0:00:19.142998
(1, 2, 0, 3, 4)|0:00:19.112000
(1, 2, 0, 3, 4)|0:00:19.073000
(1, 2, 0, 3, 4)|0:00:19.316001
(1, 2, 0, 3, 4)|0:00:19.059002
(1, 2, 0, 3, 4)|0:00:19.055003
(1, 2, 0, 3, 4)|0:00:19.183000
(1, 2, 0, 3, 4)|0:00:19.101000
(1, 2, 0, 3, 4)|0:00:19.103001
(1, 2, 0, 3, 4)|0:00:19.154001
(1, 2, 0, 3, 4)|0:00:19.087999
(1, 2, 0, 3, 4)|0:00:19.041001
(1, 2, 0, 3, 4)|0:00:19.144999
(1, 2, 0, 4, 3)|0:00:19.111001
(1, 2, 0, 4, 3)|0:00:18.985000
(1, 2, 0, 4, 3)|0:00:19.099001
(1, 2, 0, 4, 3)|0:00:19.062999
(1, 2, 0, 4, 3)|0:00:19.138999
(1, 2, 0, 4, 3)|0:00:19.135002
(1, 2, 0, 4, 3)|0:00:19.124000
(1, 2, 0, 4, 3)|0:00:19.659000
(1, 2, 0, 4, 3)|0:00:19.186000
(1, 2, 0, 4, 3)|0:00:19.181000
(1, 2, 0, 4, 3)|0:00:19.124000
(1, 2, 0, 4, 3)|0:00:19.164998
(1, 2, 0, 4, 3)|0:00:19.101001
(1, 2, 0, 4, 3)|0:00:19.069999
(1, 2, 0, 4, 3)|0:00:19.051000
(1, 2, 0, 4, 3)|0:00:19.105999
(1, 2, 0, 4, 3)|0:00:19.074001
(1, 2, 0, 4, 3)|0:00:19.298999
(1, 2, 0, 4, 3)|0:00:19.151999
(1, 2, 0, 4, 3)|0:00:19.056001
(1, 2, 3, 0, 4)|0:00:19.057999
(1, 2, 3, 0, 4)|0:00:19.190002
(1, 2, 3, 0, 4)|0:00:19.037000
(1, 2, 3, 0, 4)|0:00:19.051999
(1, 2, 3, 0, 4)|0:00:19.134001
(1, 2, 3, 0, 4)|0:00:19.057002
(1, 2, 3, 0, 4)|0:00:19.140001
(1, 2, 3, 0, 4)|0:00:19.251999
(1, 2, 3, 0, 4)|0:00:19.103000
(1, 2, 3, 0, 4)|0:00:19.102000
(1, 2, 3, 0, 4)|0:00:19.228999
(1, 2, 3, 0, 4)|0:00:19.089001
(1, 2, 3, 0, 4)|0:00:19.002001
(1, 2, 3, 0, 4)|0:00:19.203999
(1, 2, 3, 0, 4)|0:00:19.097001
(1, 2, 3, 0, 4)|0:00:19.124998
(1, 2, 3, 0, 4)|0:00:19.161000
(1, 2, 3, 0, 4)|0:00:19.074031
(1, 2, 3, 0, 4)|0:00:19.058001
(1, 2, 3, 0, 4)|0:00:19.072997
(1, 2, 3, 4, 0)|0:00:15.054001
(1, 2, 3, 4, 0)|0:00:15.052001
(1, 2, 3, 4, 0)|0:00:14.995000
(1, 2, 3, 4, 0)|0:00:15.072000
(1, 2, 3, 4, 0)|0:00:15.074001
(1, 2, 3, 4, 0)|0:00:14.993001
(1, 2, 3, 4, 0)|0:00:14.991000
(1, 2, 3, 4, 0)|0:00:15.076000
(1, 2, 3, 4, 0)|0:00:15.115002
(1, 2, 3, 4, 0)|0:00:15.022999
(1, 2, 3, 4, 0)|0:00:15.066998
(1, 2, 3, 4, 0)|0:00:15.172000
(1, 2, 3, 4, 0)|0:00:15.052000
(1, 2, 3, 4, 0)|0:00:15.043000
(1, 2, 3, 4, 0)|0:00:15.073999
(1, 2, 3, 4, 0)|0:00:15.115000
(1, 2, 3, 4, 0)|0:00:15.049000
(1, 2, 3, 4, 0)|0:00:15.041000
(1, 2, 3, 4, 0)|0:00:15.010000
(1, 2, 3, 4, 0)|0:00:15.084999
(1, 2, 4, 0, 3)|0:00:15.003999
(1, 2, 4, 0, 3)|0:00:15.085999
(1, 2, 4, 0, 3)|0:00:15.025039
(1, 2, 4, 0, 3)|0:00:15.112999
(1, 2, 4, 0, 3)|0:00:15.003000
(1, 2, 4, 0, 3)|0:00:15.056000
(1, 2, 4, 0, 3)|0:00:14.940000
(1, 2, 4, 0, 3)|0:00:15.109115
(1, 2, 4, 0, 3)|0:00:15.036026
(1, 2, 4, 0, 3)|0:00:15.105002
(1, 2, 4, 0, 3)|0:00:15.246000
(1, 2, 4, 0, 3)|0:00:15.114002
(1, 2, 4, 0, 3)|0:00:15.108026
(1, 2, 4, 0, 3)|0:00:15.045028
(1, 2, 4, 0, 3)|0:00:15.083001
(1, 2, 4, 0, 3)|0:00:15.131001
(1, 2, 4, 0, 3)|0:00:15.024999
(1, 2, 4, 0, 3)|0:00:15.097001
(1, 2, 4, 0, 3)|0:00:15.141000
(1, 2, 4, 0, 3)|0:00:15.132598
(1, 2, 4, 3, 0)|0:00:15.059000
(1, 2, 4, 3, 0)|0:00:15.085000
(1, 2, 4, 3, 0)|0:00:15.189000
(1, 2, 4, 3, 0)|0:00:15.057002
(1, 2, 4, 3, 0)|0:00:15.077000
(1, 2, 4, 3, 0)|0:00:15.118000
(1, 2, 4, 3, 0)|0:00:15.171000
(1, 2, 4, 3, 0)|0:00:15.082001
(1, 2, 4, 3, 0)|0:00:15.056002
(1, 2, 4, 3, 0)|0:00:15.025616
(1, 2, 4, 3, 0)|0:00:15.132001
(1, 2, 4, 3, 0)|0:00:15.080000
(1, 2, 4, 3, 0)|0:00:15.081001
(1, 2, 4, 3, 0)|0:00:15.144999
(1, 2, 4, 3, 0)|0:00:15.301021
(1, 2, 4, 3, 0)|0:00:15.055998
(1, 2, 4, 3, 0)|0:00:15.092509
(1, 2, 4, 3, 0)|0:00:15.055397
(1, 2, 4, 3, 0)|0:00:15.180007
(1, 2, 4, 3, 0)|0:00:15.076000
(1, 3, 0, 2, 4)|0:00:20.286000
(1, 3, 0, 2, 4)|0:00:20.317001
(1, 3, 0, 2, 4)|0:00:20.338409
(1, 3, 0, 2, 4)|0:00:20.358000
(1, 3, 0, 2, 4)|0:00:20.427998
(1, 3, 0, 2, 4)|0:00:20.343998
(1, 3, 0, 2, 4)|0:00:20.330001
(1, 3, 0, 2, 4)|0:00:20.388000
(1, 3, 0, 2, 4)|0:00:20.229999
(1, 3, 0, 2, 4)|0:00:20.177000
(1, 3, 0, 2, 4)|0:00:20.297001
(1, 3, 0, 2, 4)|0:00:20.276999
(1, 3, 0, 2, 4)|0:00:20.175000
(1, 3, 0, 2, 4)|0:00:20.345001
(1, 3, 0, 2, 4)|0:00:20.232109
(1, 3, 0, 2, 4)|0:00:20.276000
(1, 3, 0, 2, 4)|0:00:20.319998
(1, 3, 0, 2, 4)|0:00:20.363000
(1, 3, 0, 2, 4)|0:00:20.367000
(1, 3, 0, 2, 4)|0:00:20.547027
(1, 3, 0, 4, 2)|0:00:20.311001
(1, 3, 0, 4, 2)|0:00:20.477000
(1, 3, 0, 4, 2)|0:00:20.318999
(1, 3, 0, 4, 2)|0:00:20.268999
(1, 3, 0, 4, 2)|0:00:20.309000
(1, 3, 0, 4, 2)|0:00:20.298018
(1, 3, 0, 4, 2)|0:00:20.311998
(1, 3, 0, 4, 2)|0:00:20.355147
(1, 3, 0, 4, 2)|0:00:20.343000
(1, 3, 0, 4, 2)|0:00:20.297364
(1, 3, 0, 4, 2)|0:00:20.316999
(1, 3, 0, 4, 2)|0:00:20.240001
(1, 3, 0, 4, 2)|0:00:20.272998
(1, 3, 0, 4, 2)|0:00:20.317000
(1, 3, 0, 4, 2)|0:00:20.215000
(1, 3, 0, 4, 2)|0:00:20.277000
(1, 3, 0, 4, 2)|0:00:20.451999
(1, 3, 0, 4, 2)|0:00:20.188000
(1, 3, 0, 4, 2)|0:00:20.239999
(1, 3, 0, 4, 2)|0:00:20.310001
(1, 3, 2, 0, 4)|0:00:19.111000
(1, 3, 2, 0, 4)|0:00:19.087999
(1, 3, 2, 0, 4)|0:00:19.148000
(1, 3, 2, 0, 4)|0:00:19.088425
(1, 3, 2, 0, 4)|0:00:19.179000
(1, 3, 2, 0, 4)|0:00:19.122001
(1, 3, 2, 0, 4)|0:00:19.060000
(1, 3, 2, 0, 4)|0:00:19.051001
(1, 3, 2, 0, 4)|0:00:19.134001
(1, 3, 2, 0, 4)|0:00:19.073999
(1, 3, 2, 0, 4)|0:00:19.172000
(1, 3, 2, 0, 4)|0:00:19.187000
(1, 3, 2, 0, 4)|0:00:19.094000
(1, 3, 2, 0, 4)|0:00:19.066514
(1, 3, 2, 0, 4)|0:00:19.158001
(1, 3, 2, 0, 4)|0:00:19.185000
(1, 3, 2, 0, 4)|0:00:19.190001
(1, 3, 2, 0, 4)|0:00:19.137002
(1, 3, 2, 0, 4)|0:00:19.236000
(1, 3, 2, 0, 4)|0:00:19.174001
(1, 3, 2, 4, 0)|0:00:15.109997
(1, 3, 2, 4, 0)|0:00:15.177001
(1, 3, 2, 4, 0)|0:00:15.138000
(1, 3, 2, 4, 0)|0:00:15.097511
(1, 3, 2, 4, 0)|0:00:15.020999
(1, 3, 2, 4, 0)|0:00:15.108000
(1, 3, 2, 4, 0)|0:00:14.996998
(1, 3, 2, 4, 0)|0:00:15.220001
(1, 3, 2, 4, 0)|0:00:15.108999
(1, 3, 2, 4, 0)|0:00:15.141001
(1, 3, 2, 4, 0)|0:00:15.052999
(1, 3, 2, 4, 0)|0:00:15.022000
(1, 3, 2, 4, 0)|0:00:15.087001
(1, 3, 2, 4, 0)|0:00:15.153001
(1, 3, 2, 4, 0)|0:00:15.021190
(1, 3, 2, 4, 0)|0:00:15.076000
(1, 3, 2, 4, 0)|0:00:15.178998
(1, 3, 2, 4, 0)|0:00:15.149999
(1, 3, 2, 4, 0)|0:00:15.067999
(1, 3, 2, 4, 0)|0:00:15.089000
(1, 3, 4, 0, 2)|0:00:16.301001
(1, 3, 4, 0, 2)|0:00:16.337000
(1, 3, 4, 0, 2)|0:00:16.313000
(1, 3, 4, 0, 2)|0:00:16.335628
(1, 3, 4, 0, 2)|0:00:16.369000
(1, 3, 4, 0, 2)|0:00:16.525998
(1, 3, 4, 0, 2)|0:00:16.337000
(1, 3, 4, 0, 2)|0:00:16.303000
(1, 3, 4, 0, 2)|0:00:16.409999
(1, 3, 4, 0, 2)|0:00:16.299000
(1, 3, 4, 0, 2)|0:00:16.221999
(1, 3, 4, 0, 2)|0:00:16.322999
(1, 3, 4, 0, 2)|0:00:16.324997
(1, 3, 4, 0, 2)|0:00:16.275000
(1, 3, 4, 0, 2)|0:00:16.289511
(1, 3, 4, 0, 2)|0:00:16.404150
(1, 3, 4, 0, 2)|0:00:16.331000
(1, 3, 4, 0, 2)|0:00:16.248594
(1, 3, 4, 0, 2)|0:00:16.412000
(1, 3, 4, 0, 2)|0:00:16.331999
(1, 3, 4, 2, 0)|0:00:15.185001
(1, 3, 4, 2, 0)|0:00:15.149147
(1, 3, 4, 2, 0)|0:00:15.146999
(1, 3, 4, 2, 0)|0:00:15.146984
(1, 3, 4, 2, 0)|0:00:15.135088
(1, 3, 4, 2, 0)|0:00:15.138000
(1, 3, 4, 2, 0)|0:00:15.228999
(1, 3, 4, 2, 0)|0:00:15.147000
(1, 3, 4, 2, 0)|0:00:15.086999
(1, 3, 4, 2, 0)|0:00:15.155999
(1, 3, 4, 2, 0)|0:00:15.775000
(1, 3, 4, 2, 0)|0:00:15.228000
(1, 3, 4, 2, 0)|0:00:15.146000
(1, 3, 4, 2, 0)|0:00:15.178001
(1, 3, 4, 2, 0)|0:00:15.219999
(1, 3, 4, 2, 0)|0:00:15.053000
(1, 3, 4, 2, 0)|0:00:15.150000
(1, 3, 4, 2, 0)|0:00:15.134000
(1, 3, 4, 2, 0)|0:00:15.186001
(1, 3, 4, 2, 0)|0:00:15.147000
(1, 4, 0, 2, 3)|0:00:16.295105
(1, 4, 0, 2, 3)|0:00:16.317027
(1, 4, 0, 2, 3)|0:00:16.310999
(1, 4, 0, 2, 3)|0:00:16.268987
(1, 4, 0, 2, 3)|0:00:16.465019
(1, 4, 0, 2, 3)|0:00:16.350002
(1, 4, 0, 2, 3)|0:00:16.328999
(1, 4, 0, 2, 3)|0:00:18.560001
(1, 4, 0, 2, 3)|0:00:19.382023
(1, 4, 0, 2, 3)|0:00:16.429999
(1, 4, 0, 2, 3)|0:00:16.391017
(1, 4, 0, 2, 3)|0:00:16.271997
(1, 4, 0, 2, 3)|0:00:16.401000
(1, 4, 0, 2, 3)|0:00:16.315000
(1, 4, 0, 2, 3)|0:00:16.298093
(1, 4, 0, 2, 3)|0:00:16.334001
(1, 4, 0, 2, 3)|0:00:16.276000
(1, 4, 0, 2, 3)|0:00:16.363001
(1, 4, 0, 2, 3)|0:00:16.259999
(1, 4, 0, 2, 3)|0:00:16.242000
(1, 4, 0, 3, 2)|0:00:16.253998
(1, 4, 0, 3, 2)|0:00:16.220001
(1, 4, 0, 3, 2)|0:00:16.241000
(1, 4, 0, 3, 2)|0:00:16.388001
(1, 4, 0, 3, 2)|0:00:16.293000
(1, 4, 0, 3, 2)|0:00:16.326999
(1, 4, 0, 3, 2)|0:00:16.513000
(1, 4, 0, 3, 2)|0:00:16.342000
(1, 4, 0, 3, 2)|0:00:16.280000
(1, 4, 0, 3, 2)|0:00:16.253000
(1, 4, 0, 3, 2)|0:00:16.337511
(1, 4, 0, 3, 2)|0:00:16.216999
(1, 4, 0, 3, 2)|0:00:16.316999
(1, 4, 0, 3, 2)|0:00:16.299002
(1, 4, 0, 3, 2)|0:00:16.302998
(1, 4, 0, 3, 2)|0:00:16.194001
(1, 4, 0, 3, 2)|0:00:16.331000
(1, 4, 0, 3, 2)|0:00:16.326001
(1, 4, 0, 3, 2)|0:00:16.233518
(1, 4, 0, 3, 2)|0:00:16.274002
(1, 4, 2, 0, 3)|0:00:15.146000
(1, 4, 2, 0, 3)|0:00:15.174551
(1, 4, 2, 0, 3)|0:00:15.357983
(1, 4, 2, 0, 3)|0:00:15.143999
(1, 4, 2, 0, 3)|0:00:15.186029
(1, 4, 2, 0, 3)|0:00:15.154000
(1, 4, 2, 0, 3)|0:00:15.152000
(1, 4, 2, 0, 3)|0:00:15.129000
(1, 4, 2, 0, 3)|0:00:15.170001
(1, 4, 2, 0, 3)|0:00:15.252001
(1, 4, 2, 0, 3)|0:00:15.159001
(1, 4, 2, 0, 3)|0:00:15.101001
(1, 4, 2, 0, 3)|0:00:15.099999
(1, 4, 2, 0, 3)|0:00:15.134999
(1, 4, 2, 0, 3)|0:00:15.106001
(1, 4, 2, 0, 3)|0:00:15.111001
(1, 4, 2, 0, 3)|0:00:15.147997
(1, 4, 2, 0, 3)|0:00:15.190029
(1, 4, 2, 0, 3)|0:00:15.270052
(1, 4, 2, 0, 3)|0:00:15.068003
(1, 4, 2, 3, 0)|0:00:15.110000
(1, 4, 2, 3, 0)|0:00:15.107998
(1, 4, 2, 3, 0)|0:00:15.052000
(1, 4, 2, 3, 0)|0:00:15.129001
(1, 4, 2, 3, 0)|0:00:15.106000
(1, 4, 2, 3, 0)|0:00:15.158002
(1, 4, 2, 3, 0)|0:00:15.131002
(1, 4, 2, 3, 0)|0:00:15.169510
(1, 4, 2, 3, 0)|0:00:15.114000
(1, 4, 2, 3, 0)|0:00:15.138992
(1, 4, 2, 3, 0)|0:00:15.116001
(1, 4, 2, 3, 0)|0:00:15.119999
(1, 4, 2, 3, 0)|0:00:15.116000
(1, 4, 2, 3, 0)|0:00:15.061999
(1, 4, 2, 3, 0)|0:00:15.186000
(1, 4, 2, 3, 0)|0:00:15.170000
(1, 4, 2, 3, 0)|0:00:15.157115
(1, 4, 2, 3, 0)|0:00:15.119119
(1, 4, 2, 3, 0)|0:00:15.074999
(1, 4, 2, 3, 0)|0:00:15.060002
(1, 4, 3, 0, 2)|0:00:16.281000
(1, 4, 3, 0, 2)|0:00:16.247000
(1, 4, 3, 0, 2)|0:00:16.286000
(1, 4, 3, 0, 2)|0:00:16.357000
(1, 4, 3, 0, 2)|0:00:16.295001
(1, 4, 3, 0, 2)|0:00:16.225999
(1, 4, 3, 0, 2)|0:00:16.238000
(1, 4, 3, 0, 2)|0:00:16.260000
(1, 4, 3, 0, 2)|0:00:16.154998
(1, 4, 3, 0, 2)|0:00:16.096000
(1, 4, 3, 0, 2)|0:00:16.107001
(1, 4, 3, 0, 2)|0:00:16.205999
(1, 4, 3, 0, 2)|0:00:16.188998
(1, 4, 3, 0, 2)|0:00:16.161472
(1, 4, 3, 0, 2)|0:00:16.215094
(1, 4, 3, 0, 2)|0:00:16.109299
(1, 4, 3, 0, 2)|0:00:16.182000
(1, 4, 3, 0, 2)|0:00:16.256001
(1, 4, 3, 0, 2)|0:00:16.245001
(1, 4, 3, 0, 2)|0:00:16.266001
(1, 4, 3, 2, 0)|0:00:15.001999
(1, 4, 3, 2, 0)|0:00:15.010027
(1, 4, 3, 2, 0)|0:00:15.066000
(1, 4, 3, 2, 0)|0:00:15.058692
(1, 4, 3, 2, 0)|0:00:15.064000
(1, 4, 3, 2, 0)|0:00:15.065000
(1, 4, 3, 2, 0)|0:00:15.085001
(1, 4, 3, 2, 0)|0:00:15.022002
(1, 4, 3, 2, 0)|0:00:15.032985
(1, 4, 3, 2, 0)|0:00:14.968000
(1, 4, 3, 2, 0)|0:00:15.111999
(1, 4, 3, 2, 0)|0:00:15.140999
(1, 4, 3, 2, 0)|0:00:15.265002
(1, 4, 3, 2, 0)|0:00:15.238000
(1, 4, 3, 2, 0)|0:00:15.066000
(1, 4, 3, 2, 0)|0:00:15.310999
(1, 4, 3, 2, 0)|0:00:15.144983
(1, 4, 3, 2, 0)|0:00:15.155001
(1, 4, 3, 2, 0)|0:00:15.095999
(1, 4, 3, 2, 0)|0:00:15.094000
(2, 0, 1, 3, 4)|0:00:13.807001
(2, 0, 1, 3, 4)|0:00:13.858001
(2, 0, 1, 3, 4)|0:00:13.848001
(2, 0, 1, 3, 4)|0:00:13.776001
(2, 0, 1, 3, 4)|0:00:13.736001
(2, 0, 1, 3, 4)|0:00:13.774000
(2, 0, 1, 3, 4)|0:00:13.809000
(2, 0, 1, 3, 4)|0:00:13.741000
(2, 0, 1, 3, 4)|0:00:13.732029
(2, 0, 1, 3, 4)|0:00:13.746001
(2, 0, 1, 3, 4)|0:00:13.758001
(2, 0, 1, 3, 4)|0:00:13.740003
(2, 0, 1, 3, 4)|0:00:13.694999
(2, 0, 1, 3, 4)|0:00:13.817000
(2, 0, 1, 3, 4)|0:00:13.799000
(2, 0, 1, 3, 4)|0:00:13.811000
(2, 0, 1, 3, 4)|0:00:13.809000
(2, 0, 1, 3, 4)|0:00:13.826000
(2, 0, 1, 3, 4)|0:00:13.890002
(2, 0, 1, 3, 4)|0:00:13.823001
(2, 0, 1, 4, 3)|0:00:13.760027
(2, 0, 1, 4, 3)|0:00:13.806027
(2, 0, 1, 4, 3)|0:00:13.771000
(2, 0, 1, 4, 3)|0:00:13.895001
(2, 0, 1, 4, 3)|0:00:13.814014
(2, 0, 1, 4, 3)|0:00:13.745999
(2, 0, 1, 4, 3)|0:00:13.818000
(2, 0, 1, 4, 3)|0:00:13.862000
(2, 0, 1, 4, 3)|0:00:13.791026
(2, 0, 1, 4, 3)|0:00:13.731480
(2, 0, 1, 4, 3)|0:00:13.707598
(2, 0, 1, 4, 3)|0:00:13.797999
(2, 0, 1, 4, 3)|0:00:13.790000
(2, 0, 1, 4, 3)|0:00:13.830999
(2, 0, 1, 4, 3)|0:00:13.769001
(2, 0, 1, 4, 3)|0:00:13.849999
(2, 0, 1, 4, 3)|0:00:13.849000
(2, 0, 1, 4, 3)|0:00:13.759001
(2, 0, 1, 4, 3)|0:00:13.773999
(2, 0, 1, 4, 3)|0:00:13.802002
(2, 0, 3, 1, 4)|0:00:14.649999
(2, 0, 3, 1, 4)|0:00:14.584998
(2, 0, 3, 1, 4)|0:00:14.612999
(2, 0, 3, 1, 4)|0:00:14.514109
(2, 0, 3, 1, 4)|0:00:14.639000
(2, 0, 3, 1, 4)|0:00:14.595000
(2, 0, 3, 1, 4)|0:00:14.563027
(2, 0, 3, 1, 4)|0:00:14.522000
(2, 0, 3, 1, 4)|0:00:14.677000
(2, 0, 3, 1, 4)|0:00:14.550000
(2, 0, 3, 1, 4)|0:00:14.528999
(2, 0, 3, 1, 4)|0:00:14.542999
(2, 0, 3, 1, 4)|0:00:14.634001
(2, 0, 3, 1, 4)|0:00:14.546531
(2, 0, 3, 1, 4)|0:00:14.553001
(2, 0, 3, 1, 4)|0:00:14.604001
(2, 0, 3, 1, 4)|0:00:14.660000
(2, 0, 3, 1, 4)|0:00:14.790000
(2, 0, 3, 1, 4)|0:00:14.626000
(2, 0, 3, 1, 4)|0:00:14.553001
(2, 0, 3, 4, 1)|0:00:22.995999
(2, 0, 3, 4, 1)|0:00:22.923001
(2, 0, 3, 4, 1)|0:00:23.041998
(2, 0, 3, 4, 1)|0:00:22.902000
(2, 0, 3, 4, 1)|0:00:22.954999
(2, 0, 3, 4, 1)|0:00:23.033000
(2, 0, 3, 4, 1)|0:00:22.948000
(2, 0, 3, 4, 1)|0:00:22.928180
(2, 0, 3, 4, 1)|0:00:22.975017
(2, 0, 3, 4, 1)|0:00:23.004999
(2, 0, 3, 4, 1)|0:00:22.985000
(2, 0, 3, 4, 1)|0:00:22.942002
(2, 0, 3, 4, 1)|0:00:22.881001
(2, 0, 3, 4, 1)|0:00:22.992001
(2, 0, 3, 4, 1)|0:00:22.994000
(2, 0, 3, 4, 1)|0:00:22.975001
(2, 0, 3, 4, 1)|0:00:23.050001
(2, 0, 3, 4, 1)|0:00:22.915024
(2, 0, 3, 4, 1)|0:00:23.006000
(2, 0, 3, 4, 1)|0:00:22.978116
(2, 0, 4, 1, 3)|0:00:22.200001
(2, 0, 4, 1, 3)|0:00:22.151999
(2, 0, 4, 1, 3)|0:00:22.111999
(2, 0, 4, 1, 3)|0:00:22.116020
(2, 0, 4, 1, 3)|0:00:22.070000
(2, 0, 4, 1, 3)|0:00:22.097000
(2, 0, 4, 1, 3)|0:00:22.245001
(2, 0, 4, 1, 3)|0:00:22.144002
(2, 0, 4, 1, 3)|0:00:22.467000
(2, 0, 4, 1, 3)|0:00:22.178000
(2, 0, 4, 1, 3)|0:00:22.146001
(2, 0, 4, 1, 3)|0:00:22.257000
(2, 0, 4, 1, 3)|0:00:22.160510
(2, 0, 4, 1, 3)|0:00:22.093000
(2, 0, 4, 1, 3)|0:00:22.130999
(2, 0, 4, 1, 3)|0:00:22.131000
(2, 0, 4, 1, 3)|0:00:22.078000
(2, 0, 4, 1, 3)|0:00:22.404513
(2, 0, 4, 1, 3)|0:00:22.102000
(2, 0, 4, 1, 3)|0:00:22.224000
(2, 0, 4, 3, 1)|0:00:22.902000
(2, 0, 4, 3, 1)|0:00:22.884001
(2, 0, 4, 3, 1)|0:00:22.896000
(2, 0, 4, 3, 1)|0:00:22.841999
(2, 0, 4, 3, 1)|0:00:22.945002
(2, 0, 4, 3, 1)|0:00:22.892999
(2, 0, 4, 3, 1)|0:00:22.947001
(2, 0, 4, 3, 1)|0:00:23.026000
(2, 0, 4, 3, 1)|0:00:22.899001
(2, 0, 4, 3, 1)|0:00:22.916001
(2, 0, 4, 3, 1)|0:00:30.144002
(2, 0, 4, 3, 1)|0:00:29.355525
(2, 0, 4, 3, 1)|0:00:23.135999
(2, 0, 4, 3, 1)|0:00:23.049000
(2, 0, 4, 3, 1)|0:00:23.079000
(2, 0, 4, 3, 1)|0:00:23.042000
(2, 0, 4, 3, 1)|0:00:23.056000
(2, 0, 4, 3, 1)|0:00:23.413999
(2, 0, 4, 3, 1)|0:00:23.012000
(2, 0, 4, 3, 1)|0:00:23.084107
(2, 1, 0, 3, 4)|0:00:19.248000
(2, 1, 0, 3, 4)|0:00:19.226001
(2, 1, 0, 3, 4)|0:00:19.383030
(2, 1, 0, 3, 4)|0:00:19.182000
(2, 1, 0, 3, 4)|0:00:19.713999
(2, 1, 0, 3, 4)|0:00:19.378999
(2, 1, 0, 3, 4)|0:00:19.233001
(2, 1, 0, 3, 4)|0:00:19.171000
(2, 1, 0, 3, 4)|0:00:19.264999
(2, 1, 0, 3, 4)|0:00:19.260015
(2, 1, 0, 3, 4)|0:00:19.244001
(2, 1, 0, 3, 4)|0:00:19.295000
(2, 1, 0, 3, 4)|0:00:19.173028
(2, 1, 0, 3, 4)|0:00:19.245001
(2, 1, 0, 3, 4)|0:00:19.209001
(2, 1, 0, 3, 4)|0:00:19.284021
(2, 1, 0, 3, 4)|0:00:19.149000
(2, 1, 0, 3, 4)|0:00:19.155029
(2, 1, 0, 3, 4)|0:00:19.531000
(2, 1, 0, 3, 4)|0:00:19.244002
(2, 1, 0, 4, 3)|0:00:19.177000
(2, 1, 0, 4, 3)|0:00:19.186000
(2, 1, 0, 4, 3)|0:00:19.161000
(2, 1, 0, 4, 3)|0:00:19.163000
(2, 1, 0, 4, 3)|0:00:19.222002
(2, 1, 0, 4, 3)|0:00:19.135001
(2, 1, 0, 4, 3)|0:00:19.101996
(2, 1, 0, 4, 3)|0:00:19.199002
(2, 1, 0, 4, 3)|0:00:19.140000
(2, 1, 0, 4, 3)|0:00:19.162000
(2, 1, 0, 4, 3)|0:00:19.278002
(2, 1, 0, 4, 3)|0:00:19.171001
(2, 1, 0, 4, 3)|0:00:19.122001
(2, 1, 0, 4, 3)|0:00:19.150000
(2, 1, 0, 4, 3)|0:00:19.064001
(2, 1, 0, 4, 3)|0:00:19.067117
(2, 1, 0, 4, 3)|0:00:19.209002
